# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 15 15:49:49 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag
2852,6287313,K02221.01,Kepler-1147 b,CONFIRMED,10.627849970,137.8218100,0.9165,5.01300,3.5350e+02,2.30,0.0961,83.08,871.0,136.34,1,6082.00,4.445,-0.0800,1.0140,1.0410,,292.547520,41.642960,15.401
2854,9278725,K02223.01,Kepler-1148 b,CONFIRMED,1.104463509,132.3207600,0.0959,1.05470,4.9350e+02,1.64,0.0188,89.38,1396.0,898.79,1,5002.00,4.543,-0.1800,0.7530,0.7230,,290.953550,45.719528,15.277
2855,8892157,K02224.01,Kepler-1149 b,CONFIRMED,3.730898980,132.8946600,0.4454,2.80700,2.0450e+02,1.27,0.0466,87.09,1115.0,365.36,1,5830.00,4.540,-0.1400,0.8760,0.9700,,294.189270,45.151581,14.966
2856,11569782,K02225.01,Kepler-1150 b,CONFIRMED,2.787868386,133.9043400,0.3809,2.02520,2.0090e+02,2.41,0.0382,87.66,1432.0,993.06,1,4827.00,3.942,0.5600,1.7270,0.9520,,296.724490,49.532711,14.435
2858,10600955,K02227.01,Kepler-1151 b,CONFIRMED,65.647842400,173.3051700,0.1605,4.41200,6.7360e+02,2.49,0.3007,89.95,456.0,10.24,1,5788.00,4.398,-0.3600,0.9600,0.8410,,292.247800,47.878448,14.872
2867,10723367,K02236.01,Kepler-375 c,CONFIRMED,19.986615700,135.5214200,0.9527,4.17300,7.3330e+02,2.95,0.1412,86.52,629.0,37.06,1,5821.00,4.554,-0.2200,0.8480,0.9370,,288.617920,48.098412,15.699
2868,10723367,K02236.02,Kepler-375 b,CONFIRMED,12.125829910,142.1035800,0.3344,3.20200,3.4430e+02,1.58,0.1012,89.38,743.0,72.15,2,5821.00,4.554,-0.2200,0.8480,0.9370,,288.617920,48.098412,15.699
2870,8229458,K02238.01,Kepler-1152 b,CONFIRMED,1.646801908,132.0606000,0.3448,1.25610,3.0540e+02,0.91,0.0225,87.66,840.0,117.94,1,3900.00,4.726,-0.1000,0.5370,0.5590,,290.434020,44.107651,14.634
2873,9336200,K02242.01,Kepler-1153 b,CONFIRMED,1.755835327,133.1572700,0.1425,1.81360,4.1510e+02,1.68,0.0277,88.81,1349.0,783.72,1,5575.00,4.558,-0.0800,0.8340,0.9170,,289.147220,45.866180,15.758
2874,4770617,K02243.01,Kepler-1154 b,CONFIRMED,5.185614200,132.3208900,0.2121,4.07600,2.6400e+02,1.67,0.0604,88.81,1118.0,369.66,1,6163.00,4.457,-0.0800,1.0220,1.0900,,297.477110,39.877239,14.806
2875,4770617,K02243.02,Kepler-1154 c,CONFIRMED,8.458083120,137.0593000,0.1625,3.06800,2.6360e+02,1.67,0.0837,89.38,950.0,192.50,2,6163.00,4.457,-0.0800,1.0220,1.0900,,297.477110,39.877239,14.806
2877,4454934,K02245.01,Kepler-1155 b,CONFIRMED,33.469743000,140.1510100,0.0785,4.51300,3.8990e+02,2.15,0.2006,89.95,609.0,32.52,1,5912.00,4.342,-0.1400,1.0940,0.9600,,288.820590,39.522820,14.740
2878,9458343,K02246.01,Kepler-1156 b,CONFIRMED,11.895205110,132.8899400,0.2042,3.50000,1.7260e+02,1.25,0.1025,89.38,812.0,102.66,1,6061.00,4.493,-0.2000,0.9450,1.0120,,288.924010,46.057629,14.152
2879,7802719,K02247.01,Kepler-1157 b,CONFIRMED,4.457431640,132.1600900,0.8329,2.35770,1.8710e+02,0.96,0.0448,84.22,732.0,67.70,1,4487.00,4.644,-0.4400,0.6120,0.6010,,283.121030,43.525639,14.374
2886,6206214,K02252.01,Kepler-1158 b,CONFIRMED,13.539629300,143.1516400,0.2644,4.33800,1.3120e+02,1.55,0.1174,89.38,952.0,194.50,1,6398.00,4.256,-0.0800,1.3370,1.1760,,292.233950,41.575211,13.628
2887,8959839,K02253.01,Kepler-1159 b,CONFIRMED,22.708167910,133.7217200,0.2987,3.63300,3.2980e+02,1.82,0.1603,89.38,677.0,49.67,1,6170.00,4.472,-0.1600,0.9920,1.0630,,294.266330,45.204311,14.574
2889,7672097,K02255.01,Kepler-1160 b,CONFIRMED,7.970349580,136.5575300,0.0190,2.76650,5.8290e+02,1.97,0.0755,89.95,842.0,118.57,1,5782.00,4.564,-0.3000,0.8220,0.9020,,287.879390,43.364071,15.833
2890,9112931,K02256.01,Kepler-1161 b,CONFIRMED,10.712525410,137.1661800,0.4588,2.72190,1.4201e+03,1.93,0.0770,88.81,468.0,11.30,1,4083.00,4.731,-0.5000,0.5190,0.5300,,299.077090,45.440639,15.813
2891,9071593,K02257.01,Kepler-1162 b,CONFIRMED,32.563706900,163.4560600,0.7041,5.54800,6.2000e+02,2.22,0.1940,88.81,510.0,15.98,1,5575.00,4.558,-0.0800,0.8340,0.9170,,283.292140,45.434109,15.480
2895,11811193,K02260.01,Kepler-1163 b,CONFIRMED,6.117868980,133.6160900,0.4711,3.47000,5.9400e+01,0.88,0.0679,87.66,1150.0,413.90,1,6444.00,4.393,-0.2200,1.1120,1.1110,,290.235840,50.030090,12.168
2896,3734418,K02261.01,Kepler-1164 b,CONFIRMED,3.975997680,133.6213400,0.3988,2.14110,2.1580e+02,1.22,0.0456,88.24,982.0,219.69,1,5211.00,4.500,-0.0400,0.8320,0.7990,,287.529630,38.894508,14.110
2899,8613535,K02263.02,Kepler-1165 b,CONFIRMED,9.478522000,140.1666200,0.1291,6.22300,1.7300e+02,1.43,0.0905,89.38,950.0,192.33,2,6224.00,4.409,-0.0600,1.0830,1.0920,,286.971280,44.708302,14.456
2900,12256520,K02264.01,Kepler-1166 b,CONFIRMED,33.240688200,143.4624500,0.5735,4.98200,3.4360e+02,1.94,0.1957,89.38,563.0,23.76,1,5605.00,4.381,0.0000,1.0150,0.9040,,290.348510,50.902851,14.477
2902,10489345,K02266.01,Kepler-1167 b,CONFIRMED,1.003933739,132.0973100,0.1665,1.45620,5.5220e+02,1.70,0.0175,88.24,1421.0,962.58,1,4949.00,4.552,-0.1800,0.7410,0.7150,,298.302730,47.694031,15.942
2906,10329469,K02271.01,Kepler-1168 b,CONFIRMED,55.822653900,169.0364100,0.1595,5.49300,9.4300e+02,2.21,0.2661,89.95,379.0,4.89,1,5167.00,4.609,-0.1800,0.7370,0.8120,,287.297700,47.455441,15.624
2908,9717943,K02273.01,Kepler-1169 b,CONFIRMED,6.110091340,136.9130000,0.1549,2.44700,6.4300e+01,0.99,0.0681,89.38,1123.0,376.57,1,5971.00,4.303,0.1600,1.2390,1.1260,,294.911560,46.491459,12.716
2909,7960980,K02274.01,Kepler-1170 b,CONFIRMED,9.989693270,133.7614900,0.0437,3.70400,1.0770e+03,2.60,0.0882,89.95,704.0,58.03,1,5256.00,4.579,0.1600,0.8130,0.9130,,292.168580,43.779671,15.909
2911,3458028,K02276.01,Kepler-1171 b,CONFIRMED,1.442592240,134.0722000,0.0628,3.01510,1.7450e+02,2.73,0.0284,88.81,2700.0,12557.23,1,7216.00,3.983,-0.3600,2.0430,1.4620,,294.958920,38.591572,11.558
2913,3342794,K02278.01,Kepler-376 c,CONFIRMED,14.172204320,142.6034100,0.0388,2.52900,2.5980e+02,1.72,0.1127,89.95,804.0,98.70,1,5906.00,4.354,-0.1600,1.0730,0.9500,,291.607180,38.410389,13.776
2914,3342794,K02278.02,Kepler-376 b,CONFIRMED,4.920312170,135.4057000,0.1627,4.03600,7.9400e+01,0.95,0.0557,88.81,1143.0,404.08,2,5906.00,4.354,-0.1600,1.0730,0.9500,,291.607180,38.410389,13.776
2915,3661886,K02279.01,Kepler-377 c,CONFIRMED,27.014178300,132.5258100,0.0564,5.33600,2.9590e+02,1.58,0.1723,89.95,626.0,36.35,1,6167.00,4.487,-0.5000,0.9130,0.9330,,295.422000,38.735691,13.860
2916,3661886,K02279.02,Kepler-377 b,CONFIRMED,12.509452500,136.9922800,0.3103,3.45600,1.5790e+02,1.16,0.1031,89.38,810.0,101.51,2,6167.00,4.487,-0.5000,0.9130,0.9330,,295.422000,38.735691,13.860
2917,2439243,K02280.01,Kepler-1172 b,CONFIRMED,26.020442300,154.5246800,0.3694,4.84000,1.2963e+03,3.26,0.1716,89.38,586.0,27.91,1,5806.00,4.528,-0.0400,0.8990,0.9960,,290.474520,37.766602,15.889
2918,9221517,K02281.01,Kepler-1173 b,CONFIRMED,0.769853600,132.5214200,0.6139,1.02760,1.1160e+02,0.91,0.0158,82.51,1643.0,1724.44,1,5178.00,4.556,0.1600,0.8180,0.8790,,293.131100,45.663551,13.829
2919,6751874,K02282.01,Kepler-1174 b,CONFIRMED,6.892252230,132.4643000,0.0864,2.45560,2.2600e+02,1.40,0.0712,89.95,962.0,202.71,1,6046.00,4.509,-0.2000,0.9270,1.0110,,281.831450,42.298908,14.207
2922,9945370,K02285.01,Kepler-1175 b,CONFIRMED,37.945630000,134.7826700,0.3029,4.02500,1.1942e+03,3.01,0.2183,89.95,516.0,16.76,1,5870.00,4.545,-0.2000,0.8670,0.9590,,289.142700,46.812889,15.939
2923,8973129,K02286.01,Kepler-1176 b,CONFIRMED,24.173857900,135.6244400,0.2271,3.05700,5.7850e+02,1.90,0.1557,89.95,552.0,21.94,1,5534.00,4.571,-0.2200,0.7960,0.8620,,297.919740,45.274158,15.056
2924,9718066,K02287.01,Kepler-378 b,CONFIRMED,16.092314740,142.5166500,0.7902,2.00280,1.3690e+02,2.38,0.1236,88.81,812.0,102.70,1,4799.00,3.906,0.5600,1.8180,0.9710,,294.948580,46.438641,12.485
2925,9718066,K02287.02,Kepler-378 c,CONFIRMED,28.905968700,158.8263400,0.2755,2.94400,1.0510e+02,1.80,0.1826,89.95,668.0,47.05,2,4799.00,3.906,0.5600,1.8180,0.9710,,294.948580,46.438641,12.485
2927,3867615,K02289.01,Kepler-379 c,CONFIRMED,62.784500200,157.3054100,0.3499,4.78900,3.3560e+02,2.12,0.3187,89.95,523.0,17.70,1,6273.00,4.364,-0.0600,1.1390,1.0920,,295.701110,38.945831,13.358
2928,3867615,K02289.02,Kepler-379 b,CONFIRMED,20.098421500,207.5749200,0.1404,5.17600,1.5910e+02,1.44,0.1492,89.95,765.0,80.76,2,6273.00,4.364,-0.0600,1.1390,1.0920,,295.701110,38.945831,13.358
2935,11498128,K02296.01,Kepler-1177 b,CONFIRMED,106.247547000,135.7451000,0.2342,13.66800,3.9470e+02,1.99,0.4383,89.95,397.0,5.90,1,5968.00,4.436,-0.1200,0.9990,0.9950,,286.671450,49.406288,14.552
2938,9334893,K02298.02,Kepler-1178 b,CONFIRMED,31.806340000,150.6643000,0.1357,3.79400,2.0000e+02,0.73,0.1596,89.95,378.0,4.84,2,4729.00,4.726,-1.4200,0.5250,0.5340,,288.456050,45.802120,13.831
2940,10583761,K02300.01,Kepler-1179 b,CONFIRMED,2.685057492,132.6041100,0.1258,1.02290,2.6800e+02,1.34,0.0346,89.38,1137.0,395.08,1,5266.00,4.484,-0.1800,0.8290,0.7650,,284.097630,47.810638,14.077
2942,7542813,K02302.01,Kepler-1180 b,CONFIRMED,16.860128600,139.8459900,0.4170,5.55300,2.8140e+02,1.67,0.1246,88.81,765.0,80.90,1,6205.00,4.419,-0.5800,0.9730,0.9060,,295.887510,43.156059,14.989
2943,4458082,K02303.01,Kepler-1181 b,CONFIRMED,4.893375190,133.6433100,0.0961,3.31600,1.3840e+02,1.57,0.0621,89.38,1358.0,803.93,1,6680.00,4.323,0.0700,1.3190,1.3340,,289.747310,39.523453,13.827
2945,8042453,K02304.01,Kepler-1182 b,CONFIRMED,11.173946170,134.7040800,0.9013,3.42100,3.5620e+02,2.05,0.0981,85.94,796.0,94.84,1,5911.00,4.519,-0.1000,0.9140,1.0060,,296.307950,43.821350,15.356
2949,3749978,K02308.01,Kepler-1183 b,CONFIRMED,28.505718900,132.9201800,0.1171,6.25200,7.9210e+02,2.43,0.1793,89.95,555.0,22.43,1,5712.00,4.534,-0.1000,0.8700,0.9440,,292.232420,38.892220,15.778
2950,10010440,K02309.01,Kepler-1184 b,CONFIRMED,53.599104400,147.4288500,0.5971,6.66200,5.6970e+02,2.57,0.2863,89.38,529.0,18.54,1,6319.00,4.447,-0.2200,1.0320,1.0840,,291.282070,46.965988,14.953
2952,4247991,K02311.03,Kepler-1185 b,CONFIRMED,104.351897600,190.1023100,0.0482,3.58600,2.3720e+02,1.44,0.4425,89.95,371.0,4.46,1,5754.00,4.514,0.2100,0.9430,1.0610,,287.241180,39.332760,12.570
2953,10132832,K02313.01,Kepler-1186 b,CONFIRMED,16.076776150,143.3876400,0.0683,2.23700,5.9190e+02,2.36,0.1281,89.95,723.0,64.75,1,5957.00,4.498,0.0700,0.9710,1.0830,,288.479640,47.101768,15.306
2954,3219995,K02314.01,Kepler-1187 b,CONFIRMED,18.870640680,143.9552100,0.0892,3.24760,5.9600e+02,2.33,0.1401,89.95,701.0,56.97,1,6103.00,4.496,-0.2000,0.9490,1.0280,,286.892000,38.318550,14.562
2956,7504778,K02316.01,Kepler-1188 b,CONFIRMED,17.136954300,141.0137100,0.1021,6.36600,3.9490e+02,2.17,0.1344,89.95,781.0,87.94,1,6217.00,4.405,-0.0400,1.0900,1.0980,,283.103850,43.148041,15.004
2957,10684670,K02317.01,Kepler-1189 b,CONFIRMED,3.788589820,134.6227000,0.9621,3.49200,1.3590e+02,1.79,0.0490,69.90,1276.0,627.37,1,5919.00,4.340,0.1800,1.1710,1.0940,,298.426330,47.946781,14.285
2958,11495458,K02318.01,Kepler-1190 b,CONFIRMED,10.458434410,137.6502200,0.4797,3.10200,3.3200e+02,1.26,0.0823,88.81,601.0,30.84,1,4702.00,4.591,-0.1800,0.6910,0.6800,,284.999630,49.479980,14.471
2965,10730703,K02327.01,Kepler-1191 b,CONFIRMED,5.600148510,135.9616300,0.0161,2.80180,3.5720e+02,1.52,0.0597,89.95,893.0,150.09,1,5477.00,4.571,-0.0600,0.8150,0.9070,,291.657780,48.009312,15.378
2967,8007644,K02328.01,Kepler-1192 b,CONFIRMED,25.203478700,137.5621800,0.1684,4.55200,7.8530e+02,2.57,0.1693,89.95,600.0,30.62,1,5831.00,4.517,0.0000,0.9210,1.0160,,282.140560,43.896580,15.684
2970,12401863,K02331.01,Kepler-1193 b,CONFIRMED,2.832652134,131.8263100,0.2608,2.38440,1.1560e+02,1.13,0.0397,88.24,1375.0,846.15,1,6072.00,4.414,-0.0800,1.0470,1.0340,,288.144780,51.275620,13.467
2972,11121752,K02333.01,Kepler-380 b,CONFIRMED,3.930871000,135.1911000,0.1519,2.97300,9.5500e+01,1.07,0.0486,89.38,1266.0,608.08,1,6043.00,4.352,-0.1600,1.0970,0.9870,,282.394620,48.759140,13.652
2973,11121752,K02333.02,Kepler-380 c,CONFIRMED,7.630068480,137.0812800,0.2127,2.69900,1.2790e+02,1.25,0.0756,89.38,1015.0,251.30,2,6043.00,4.352,-0.1600,1.0970,0.9870,,282.394620,48.759140,13.652
2974,2990873,K02335.01,Kepler-1194 b,CONFIRMED,16.223713070,136.0270500,0.0577,2.50200,2.7330e+02,1.84,0.1210,89.95,783.0,89.07,1,5851.00,4.296,-0.2600,1.1150,0.8950,,291.699550,38.145271,14.129
2976,5599774,K02337.01,Kepler-1195 b,CONFIRMED,8.496422410,138.7351700,0.0255,2.23730,9.2230e+02,2.11,0.0726,89.95,702.0,57.43,1,5093.00,4.586,-0.3800,0.7090,0.7070,,284.351100,40.852982,15.888
2977,8099138,K02338.01,Kepler-1196 b,CONFIRMED,66.184903100,141.6151600,0.0978,4.78800,5.3750e+02,2.01,0.3146,89.95,431.0,8.18,1,5893.00,4.539,-0.2600,0.8660,0.9460,,292.369570,43.910809,14.862
2978,7033233,K02339.01,Kepler-1197 b,CONFIRMED,2.032318450,132.6436600,0.5430,1.12140,3.0840e+02,1.15,0.0271,87.66,975.0,213.53,1,4555.00,4.638,-0.3000,0.6380,0.6460,,291.669280,42.590710,15.130
2979,8681734,K02340.01,Kepler-1198 b,CONFIRMED,7.684771600,137.6398500,0.0598,2.59900,2.9070e+02,1.79,0.0766,89.95,941.0,185.50,1,5725.00,4.390,0.1800,1.0640,1.0130,,288.834010,44.838249,14.776
2981,10212441,K02342.01,Kepler-1199 b,CONFIRMED,15.044719800,133.2072700,0.2632,5.81900,1.0370e+02,1.08,0.1155,89.38,791.0,92.58,1,5934.00,4.349,-0.3000,1.0550,0.9080,,293.725860,47.247040,13.037
2983,8247771,K02344.01,Kepler-1200 b,CONFIRMED,1.118549717,132.8471700,0.3524,1.54250,2.5350e+02,1.05,0.0189,85.94,1182.0,461.07,1,4493.00,4.641,0.0600,0.6720,0.7200,,296.603420,44.129261,15.793
2984,5629538,K02345.01,Kepler-1201 b,CONFIRMED,15.187259320,134.0558100,0.8171,4.50800,2.9360e+02,1.92,0.1183,87.09,789.0,91.56,1,6136.00,4.414,-0.3600,1.0050,0.9560,,294.614810,40.833172,14.724
2985,8561231,K02346.01,Kepler-1202 b,CONFIRMED,28.685132400,159.8767300,0.5900,5.46700,7.6750e+02,2.40,0.1784,88.81,546.0,21.02,1,5722.00,4.558,-0.2000,0.8350,0.9180,,292.290620,44.653252,15.658
2986,8235924,K02347.01,Kepler-1203 b,CONFIRMED,0.588000765,132.0591320,0.1140,1.16270,3.2130e+02,0.96,0.0114,88.24,1233.0,547.18,1,3972.00,4.689,-0.1000,0.5650,0.5680,,292.773380,44.178131,14.934
2987,6941084,K02348.01,Kepler-1204 b,CONFIRMED,85.735028500,170.9855300,0.2365,7.45700,8.4330e+02,3.14,0.3877,89.95,448.0,9.54,1,6096.00,4.397,-0.0400,1.0770,1.0540,,289.441500,42.498131,15.301
2988,6200235,K02350.01,Kepler-1205 b,CONFIRMED,1.078390352,133.2497500,0.1665,1.22970,3.2580e+02,1.75,0.0196,88.81,1665.0,1817.38,1,5325.00,4.384,0.1400,0.9850,0.8570,,290.279690,41.515049,15.143
2990,8013439,K02352.01,Kepler-381 c,CONFIRMED,13.391528730,133.0555900,0.0141,3.38100,4.6100e+01,1.41,0.1197,89.95,1198.0,486.94,2,6550.00,3.916,-0.2800,2.0580,1.2740,,285.182800,43.831078,10.421
2991,8013439,K02352.02,Kepler-381 b,CONFIRMED,5.629025790,134.7487200,0.4366,3.84590,3.8300e+01,1.31,0.0672,87.66,1599.0,1544.99,1,6550.00,3.916,-0.2800,2.0580,1.2740,,285.182800,43.831078,10.421
2995,11670125,K02355.01,Kepler-1206 b,CONFIRMED,1.216997663,132.0325500,0.1620,1.31010,4.9350e+02,1.64,0.0201,88.81,1315.0,707.61,1,4859.00,4.545,-0.0200,0.7570,0.7340,,295.938420,49.791142,15.975
2996,11461844,K02356.01,Kepler-1207 b,CONFIRMED,13.682371190,139.1874000,0.6809,4.16300,1.9840e+02,1.53,0.1156,87.66,802.0,97.74,1,6102.00,4.457,0.0000,1.0260,1.0990,,295.064240,49.358990,14.500
3004,8495415,K02362.02,Kepler-1208 b,CONFIRMED,11.085076370,355.0366200,0.1249,1.70800,9.8100e+02,2.42,0.0901,89.95,665.0,46.17,2,5080.00,4.538,0.0000,0.7930,0.7920,,291.881260,44.555729,15.938
3007,11560897,K02365.01,Kepler-430 b,CONFIRMED,35.968234400,138.6695200,0.0680,2.71700,2.8060e+02,2.06,0.2158,89.95,616.0,34.05,1,5831.00,4.267,0.1000,1.2380,1.0320,,292.808650,49.579441,13.848
3008,11560897,K02365.02,Kepler-430 c,CONFIRMED,110.973780000,147.0564000,0.2964,12.38800,1.4300e+02,1.48,0.4573,89.95,423.0,7.58,2,5831.00,4.267,0.1000,1.2380,1.0320,,292.808650,49.579441,13.848
3009,11342416,K02366.01,Kepler-1209 b,CONFIRMED,25.369116000,143.6873800,0.0573,4.63400,1.1380e+02,1.48,0.1801,89.95,775.0,85.48,1,6344.00,4.239,0.0200,1.3830,1.2050,,287.584900,49.154789,12.476
3011,10863608,K02368.01,Kepler-1210 b,CONFIRMED,8.071240730,137.7638500,0.3724,2.65300,3.2740e+02,1.56,0.0753,88.81,856.0,126.94,1,5766.00,4.517,-0.3200,0.8530,0.8740,,292.832150,48.219360,15.553
3012,5602588,K02369.01,Kepler-1211 b,CONFIRMED,11.018168360,139.8804400,0.8658,4.53100,5.8510e+02,2.69,0.0985,85.37,840.0,117.97,1,6075.00,4.486,-0.1200,0.9690,1.0480,,285.720790,40.856960,15.832
3015,11824786,K02371.01,Kepler-1212 b,CONFIRMED,12.941301460,139.8931200,0.2504,4.46800,3.4940e+02,1.77,0.1082,89.38,795.0,94.29,1,6119.00,4.497,-0.2600,0.9380,1.0100,,296.853420,50.037350,15.012
3016,12254909,K02372.01,Kepler-1213 b,CONFIRMED,5.349824120,133.8803800,0.1243,4.20900,8.6700e+01,0.92,0.0599,89.38,1109.0,357.79,1,6204.00,4.453,-0.3000,0.9840,0.9970,,289.485810,50.944160,13.386
3018,9364290,K02374.01,Kepler-382 b,CONFIRMED,5.262126930,136.3756600,0.7641,3.28800,2.0540e+02,1.46,0.0548,84.80,1019.0,255.13,1,5594.00,4.395,-0.3200,0.9350,0.7930,,299.136170,45.869930,14.623
3019,9364290,K02374.02,Kepler-382 c,CONFIRMED,12.162815520,137.5250700,0.0653,1.91600,3.2610e+02,1.68,0.0958,89.95,771.0,83.48,2,5594.00,4.395,-0.3200,0.9350,0.7930,,299.136170,45.869930,14.623
3021,11701407,K02376.01,Kepler-1214 b,CONFIRMED,18.826342640,134.7017100,0.0498,2.33300,9.0810e+02,2.49,0.1280,89.95,591.0,28.85,1,5215.00,4.481,-0.0600,0.8450,0.7870,,285.142640,49.800671,15.279
3023,10813132,K02378.01,Kepler-1215 b,CONFIRMED,4.767039630,132.6903900,0.3125,1.85000,1.7020e+02,1.22,0.0528,88.81,1046.0,282.97,1,5629.00,4.430,-0.1600,0.9370,0.8640,,297.463620,48.181412,14.431
3028,9395024,K02383.01,Kepler-1216 b,CONFIRMED,4.370345360,131.9239700,0.2766,2.81900,2.0580e+02,1.46,0.0543,88.81,1155.0,420.07,1,6063.00,4.476,0.0700,1.0120,1.1170,,287.405330,45.918011,15.133
3032,12254378,K02387.01,Kepler-1217 b,CONFIRMED,2.032325072,132.3186700,0.2099,1.71800,3.2790e+02,1.91,0.0326,88.81,1541.0,1333.35,1,6156.00,4.443,0.0000,1.0500,1.1140,,289.186680,50.937561,15.298
3034,8494617,K02389.01,Kepler-1218 b,CONFIRMED,22.922126600,133.6665000,0.5481,8.26100,1.5000e+02,1.36,0.1564,88.24,684.0,51.70,1,5897.00,4.357,-0.1000,1.0810,0.9700,,291.578980,44.531712,13.578
3035,10289119,K02390.01,Kepler-1219 b,CONFIRMED,16.104677490,135.0157000,0.2156,5.60700,1.2300e+02,1.32,0.1245,89.38,825.0,109.39,1,6053.00,4.284,-0.1800,1.1880,0.9910,,297.215790,47.378521,12.249
3037,7382313,K02392.01,Kepler-1220 b,CONFIRMED,7.426937410,133.0987100,0.0304,2.84800,2.2650e+02,1.37,0.0685,89.95,923.0,171.30,1,5745.00,4.412,-0.5200,0.9080,0.7780,,297.070370,42.977741,14.985
3042,9269042,K02397.01,Kepler-1221 b,CONFIRMED,12.000960420,142.0414500,0.6961,3.43300,4.8010e+02,1.61,0.0906,88.24,632.0,37.81,1,5195.00,4.598,-0.5600,0.6900,0.6880,,285.822330,45.711891,15.563
3044,11461433,K02399.01,Kepler-1222 b,CONFIRMED,1.916944254,132.4670400,0.1730,1.46290,1.0770e+02,0.69,0.0274,88.81,1134.0,390.29,1,5166.00,4.650,-0.4200,0.6780,0.7520,,294.889650,49.379768,14.100
3047,8481129,K02402.01,Kepler-1223 b,CONFIRMED,16.301259000,133.7924300,0.3778,3.98400,2.7920e+02,1.31,0.1187,89.38,557.0,22.67,1,4875.00,4.561,0.3200,0.7950,0.8380,,285.295750,44.552750,14.610
3048,2142522,K02403.01,Kepler-1224 b,CONFIRMED,13.323516010,134.0346900,0.1698,3.92700,1.1010e+02,1.11,0.1108,89.38,852.0,124.69,1,6282.00,4.406,-0.2800,1.0480,1.0150,,286.625760,37.537300,12.867
3052,5007345,K02406.01,Kepler-1225 b,CONFIRMED,7.010754340,138.4006600,0.2388,2.15220,2.2460e+02,1.57,0.0738,89.38,1046.0,283.48,1,6341.00,4.446,-0.2400,1.0330,1.0830,,290.633300,40.136990,14.689
3053,12120484,K02407.01,Kepler-1226 b,CONFIRMED,17.292345300,135.7498500,0.2664,6.72400,1.9660e+02,1.36,0.1323,89.38,734.0,68.77,1,6184.00,4.488,-0.2600,0.9590,1.0310,,296.376920,50.621471,14.150
3054,6429812,K02408.01,Kepler-1227 b,CONFIRMED,94.288757700,166.5129500,0.6200,4.14400,5.2730e+02,2.16,0.3816,89.95,393.0,5.64,1,5799.00,4.449,-0.4200,0.9010,0.8330,,287.066380,41.874908,14.183
3055,10024051,K02409.01,Kepler-1228 b,CONFIRMED,0.577369579,132.4255510,0.0428,1.09630,4.2380e+02,1.47,0.0124,89.38,1768.0,2309.17,1,5256.00,4.608,-0.3400,0.7210,0.7690,,296.553070,46.966290,14.859
3058,3234598,K02413.01,Kepler-383 b,CONFIRMED,12.904754630,144.3145600,0.0420,3.28000,4.2930e+02,1.39,0.0948,89.95,564.0,23.95,1,4710.00,4.583,-0.1600,0.6990,0.6830,,291.342590,38.363129,15.070
3059,3234598,K02413.02,Kepler-383 c,CONFIRMED,31.200933300,140.0776000,0.5988,3.93300,3.6990e+02,1.39,0.1709,89.38,420.0,7.37,2,4710.00,4.583,-0.1600,0.6990,0.6830,,291.342590,38.363129,15.070
3060,8611832,K02414.01,Kepler-384 b,CONFIRMED,22.596599900,140.4328100,0.1444,6.20500,1.5290e+02,1.12,0.1437,89.95,620.0,34.92,1,5585.00,4.409,-0.3800,0.9100,0.7730,,286.026120,44.782871,13.584
3061,8611832,K02414.02,Kepler-384 c,CONFIRMED,45.348527700,142.2527800,0.2310,4.62700,1.7630e+02,1.20,0.2287,89.95,491.0,13.79,2,5585.00,4.409,-0.3800,0.9100,0.7730,,286.026120,44.782871,13.584
